token,label_1,label_2,labels (1),30 classes,99.93% completed,labels (2),1,0.02% completed,Notes
original,i-field,,,,,,,,
and,b-and,,,,,,,,
2,b-field,,,,,,,,
copies,i-field,,,,,,,,
.,O,,,,,,,,
3,O,,,,,,,,
),O,,,,,,,,
full,O,,,,,,,,
set,O,,,,,,,,
original,b-field,,,,,,,,
clean,i-document,,,,,,,,
',i-document,,,,,,,,
on,i-document,,,,,,,,
board,i-document,,,,,,,,
',i-document,,,,,,,,
ocean,i-document,,,,,,,,
bills,i-document,,,,,,,,
of,i-document,,,,,,,,
lading,i-document,,,,,,,,
made,O,,,,,,,,
out,O,,,,,,,,
to,O,,,,,,,,
the,O,,,,,,,,
order,O,,,,,,,,
of,b-of,,,,,,,,
shipper,b-actor,,,,,,,,
and,b-and,,,,,,,,
blank,b-field,,,,,,,,
endorsed,i-field,,,,,,,,
",",b-and,,,,,,,,
marked,b-field,,,,,,,,
freight,i-field,,,,,,,,
prepaid,i-field,,,,,,,,
and,b-and,,,,,,,,
showing,O,,,,,,,,
consignee,b-field,,,,,,,,
and,b-and,,,,,,,,
notify,b-document,,,,,,,,
parties,i-actor,,,,,,,,
as,O,,,,,,,,
follows,O,,,,,,,,
:,O,,,,,,,,
.,O,,,,,,,,
(,O,,,,,,,,
a,O,,,,,,,,
),O,,,,,,,,
consignee,O,,,,,,,,
:,O,,,,,,,,
to,O,,,,,,,,
the,O,,,,,,,,
order,O,,,,,,,,
of,b-of,,,,,,,,
bank,i-actor,,,,,,,,
asia,i-actor,,,,,,,,
limited,i-actor,,,,,,,,
",",i-actor,,,,,,,,
international,i-actor,,,,,,,,
division,i-actor,,,,,,,,
",",i-actor,,,,,,,,
central,i-actor,,,,,,,,
trade,i-actor,,,,,,,,
services,i-actor,,,,,,,,
unit,i-actor,,,,,,,,
(,i-actor,,,,,,,,
ctsu,i-actor,,,,,,,,
),i-actor,,,,,,,,
unique,i-actor,,,,,,,,
heights,i-actor,,,,,,,,
(,i-actor,,,,,,,,
3rd,i-actor,,,,,,,,
floor,i-actor,,,,,,,,
"),",i-actor,,,,,,,,
117,i-actor,,,,,,,,
",",i-actor,,,,,,,,
kazi,i-actor,,,,,,,,
nazrul,i-actor,,,,,,,,
avenue,i-actor,,,,,,,,
",",i-actor,,,,,,,,
eskaton,i-actor,,,,,,,,
garden,i-actor,,,,,,,,
",",i-actor,,,,,,,,
dhaka,i-actor,,,,,,,,
-,i-actor,,,,,,,,
1217,i-actor,,,,,,,,
",",i-actor,,,,,,,,
bangladesh,i-actor,,,,,,,,
.,i-actor,,,,,,,,
bin,i-actor,,,,,,,,
.,i-actor,,,,,,,,
no,i-actor,,,,,,,,
.,i-actor,,,,,,,,
1977728,i-actor,,,,,,,,
.,O,,,,,,,,
,,,,,,,,,
(,O,,,,,,,,
b,O,,,,,,,,
),O,,,,,,,,
notify,b-document,,,,,,,,
1,i-actor,,,,,,,,
:,i-actor,,,,,,,,
b,i-actor,,,,,,,,
international,i-actor,,,,,,,,
",",i-actor,,,,,,,,
67,i-actor,,,,,,,,
",",i-actor,,,,,,,,
kakrai,i-actor,,,,,,,,
",",i-actor,,,,,,,,
dhaka,i-actor,,,,,,,,
-,i-actor,,,,,,,,
1010,i-actor,,,,,,,,
",",i-actor,,,,,,,,
bangladesh,i-actor,,,,,,,,
.,i-actor,,,,,,,,
vat,i-field,,,,,,,,
regn,i-field,,,,,,,,
.,i-actor,,,,,,,,
no,i-actor,,,,,,,,
.,i-actor,,,,,,,,
88924114,i-actor,,,,,,,,
-,i-actor,,,,,,,,
208,i-actor,,,,,,,,
.,O,,,,,,,,
notify,O,,,,,,,,
2,i-field,,,,,,,,
:,O,,,,,,,,
bank,i-actor,,,,,,,,
asia,i-actor,,,,,,,,
limited,i-actor,,,,,,,,
",",i-actor,,,,,,,,
international,i-actor,,,,,,,,
division,i-actor,,,,,,,,
",",i-actor,,,,,,,,
central,i-actor,,,,,,,,
trade,i-actor,,,,,,,,
services,i-actor,,,,,,,,
unit,i-actor,,,,,,,,
(,i-actor,,,,,,,,
ctsu,i-actor,,,,,,,,
),i-actor,,,,,,,,
unique,i-actor,,,,,,,,
heights,i-actor,,,,,,,,
(,i-actor,,,,,,,,
3rd,i-actor,,,,,,,,
floor,i-actor,,,,,,,,
"),",i-actor,,,,,,,,
117,i-actor,,,,,,,,
",",i-actor,,,,,,,,
kazi,i-actor,,,,,,,,
nazrul,i-actor,,,,,,,,
avenue,i-actor,,,,,,,,
",",i-actor,,,,,,,,
eskaton,i-actor,,,,,,,,
garden,i-actor,,,,,,,,
",",i-actor,,,,,,,,
dhaka,i-actor,,,,,,,,
-,i-actor,,,,,,,,
1217,i-actor,,,,,,,,
",",i-actor,,,,,,,,
bangladesh,i-actor,,,,,,,,
.,i-actor,,,,,,,,
bin,i-field,,,,,,,,
.,i-actor,,,,,,,,
no,i-actor,,,,,,,,
.,i-actor,,,,,,,,
19031048128,i-actor,,,,,,,,
.,O,,,,,,,,
bill,i-document,,,,,,,,
of,i-document,,,,,,,,
lading,i-document,,,,,,,,
to,O,,,,,,,,
indicate,O,,,,,,,,
l,i-field,,,,,,,,
/,i-field,,,,,,,,
c,i-field,,,,,,,,
.,i-field,,,,,,,,
no,i-field,,,,,,,,
.,i-field,,,,,,,,
209719012982,i-field,,,,,,,,
dated,O,,,,,,,,
15,b-field,,,,,,,,
-,i-field,,,,,,,,
12,i-field,,,,,,,,
-,i-field,,,,,,,,
2019,i-field,,,,,,,,
",",O,,,,,,,,
irc,i-field,,,,,,,,
.,i-field,,,,,,,,
ba,i-field,,,,,,,,
-,i-field,,,,,,,,
160836,i-field,,,,,,,,
",",i-field,,,,,,,,
lcaf,b-field,,,,,,,,
no,i-field,,,,,,,,
.,i-field,,,,,,,,
302275,i-field,,,,,,,,
and,b-and,,,,,,,,
tin,i-field,,,,,,,,
.,i-field,,,,,,,,
no,i-field,,,,,,,,
.,i-field,,,,,,,,
648482169989,i-actor,,,,,,,,
",",i-field,,,,,,,,
h,i-field,,,,,,,,
.,i-field,,,,,,,,
s,i-field,,,,,,,,
.,i-actor,,,,,,,,
code,i-field,,,,,,,,
no,i-field,,,,,,,,
.,i-actor,,,,,,,,
7610,i-field,,,,,,,,
.,i-field,,,,,,,,
90,i-field,,,,,,,,
.,i-field,,,,,,,,
90,i-field,,,,,,,,
,,,,,,,,,
1,O,,,,,,,,
),O,,,,,,,,
signed,b-field,,,,,,,,
commercial,b-document,,,,,,,,
invoice,i-document,,,,,,,,
in,b-in,,,,,,,,
triplicate,i-field,,,,,,,,
quoting,O,,,,,,,,
dc,b-field,,,,,,,,
issuing,i-field,,,,,,,,
bank,i-field,,,,,,,,
name,i-field,,,,,,,,
",",b-and,,,,,,,,
dc,b-field,,,,,,,,
no,i-field,,,,,,,,
and,b-and,,,,,,,,
sales,b-field,,,,,,,,
contract,i-field,,,,,,,,
no,i-field,,,,,,,,
:,i-field,,,,,,,,
ksy20,i-field,,,,,,,,
/,i-field,,,,,,,,
30,i-field,,,,,,,,
dd,i-field,,,,,,,,
:,i-field,,,,,,,,
20th,i-field,,,,,,,,
january,i-field,,,,,,,,
2020,i-field,,,,,,,,
.,O,,,,,,,,
2,O,,,,,,,,
),O,,,,,,,,
full,O,,,,,,,,
set,i-field,,,,,,,,
marked,b-field,,,,,,,,
original,i-field,,,,,,,,
shipped,i-field,,,,,,,,
on,i-field,,,,,,,,
board,i-document,,,,,,,,
ocean,i-document,,,,,,,,
bills,i-document,,,,,,,,
of,i-document,,,,,,,,
lading,i-document,,,,,,,,
plus,O,,,,,,,,
3,b-field,,,,,,,,
non,i-field,,,,,,,,
negotiable,i-document,,,,,,,,
copies,i-field,,,,,,,,
marked,b-field,,,,,,,,
freight,i-field,,,,,,,,
collect,i-field,,,,,,,,
",",b-and,,,,,,,,
made,b-field,,,,,,,,
out,i-field,,,,,,,,
to,i-field,,,,,,,,
order,i-field,,,,,,,,
",",b-and,,,,,,,,
blank,b-field,,,,,,,,
endorsed,i-field,,,,,,,,
and,b-and,,,,,,,,
notify,b-document,,,,,,,,
:,i-actor,,,,,,,,
k,i-actor,,,,,,,,
international,i-actor,,,,,,,,
limited,i-actor,,,,,,,,
",",i-actor,,,,,,,,
6,i-actor,,,,,,,,
shenton,i-actor,,,,,,,,
way,i-actor,,,,,,,,
",",i-actor,,,,,,,,
hex234,i-actor,,,,,,,,
-,i-actor,,,,,,,,
19,i-actor,,,,,,,,
oue,i-actor,,,,,,,,
downtown,i-actor,,,,,,,,
4,i-actor,,,,,,,,
singapore,i-actor,,,,,,,,
686809,i-actor,,,,,,,,
tel,i-field,,,,,,,,
:,i-actor,,,,,,,,
65,i-actor,,,,,,,,
632675,i-actor,,,,,,,,
575455,i-actor,,,,,,,,
fax,i-field,,,,,,,,
:,i-field,,,,,,,,
65,i-field,,,,,,,,
632675,i-actor,,,,,,,,
423255,i-actor,,,,,,,,
3,b-field,,,,,,,,
),O,,,,,,,,
detailed,b-document,,,,,,,,
packing,i-document,,,,,,,,
list,i-document,,,,,,,,
in,b-in,,,,,,,,
triplicate,b-field,,,,,,,,
.,O,,,,,,,,
4,b-field,,,,,,,,
),O,,,,,,,,
certificate,b-document,,,,,,,,
of,i-document,,,,,,,,
origin,i-document,,,,,,,,
in,b-in,,,,,,,,
one,b-field,,,,,,,,
original,i-field,,,,,,,,
and,b-and,,,,,,,,
one,b-field,,,,,,,,
copy,i-field,,,,,,,,
issued,O,,,,,,,,
by,b-by,,,,,,,,
competent,b-actor,,,,,,,,
authority,i-actor,,,,,,,,
.,O,,,,,,,,
,,,,,,,,,
5,b-field,,,,,,,,
),O,,,,,,,,
quality,b-document,,,,,,,,
certificate,i-document,,,,,,,,
with,O,,,,,,,,
beneficiary,b-document,,,,,,,,
',i-document,,,,,,,,
s,i-document,,,,,,,,
letterhead,i-document,,,,,,,,
in,b-in,,,,,,,,
1,b-field,,,,,,,,
original,i-field,,,,,,,,
and,b-and,,,,,,,,
1,b-field,,,,,,,,
copy,i-field,,,,,,,,
stating,O,,,,,,,,
that,O,,,,,,,,
complete,O,,,,,,,,
specifications,i-field,,,,,,,,
of,b-of,,,,,,,,
the,O,,,,,,,,
goods,b-goods,,,,,,,,
shipped,i-field,,,,,,,,
and,b-and,,,,,,,,
lot,b-field,,,,,,,,
number,i-field,,,,,,,,
.,O,,,,,,,,
6,b-field,,,,,,,,
),O,,,,,,,,
beneficiary,b-document,,,,,,,,
certificate,i-document,,,,,,,,
stating,O,,,,,,,,
that,O,,,,,,,,
no,b-field,,,,,,,,
label,i-field,,,,,,,,
",",b-and,,,,,,,,
no,b-field,,,,,,,,
logo,i-field,,,,,,,,
and,b-and,,,,,,,,
no,b-field,,,,,,,,
beneficiary,b-document,,,,,,,,
details,i-field,,,,,,,,
appear,O,,,,,,,,
in,b-in,,,,,,,,
the,O,,,,,,,,
packing,b-field,,,,,,,,
or,b-and,,,,,,,,
in,b-in,,,,,,,,
the,O,,,,,,,,
cones,i-field,,,,,,,,
.,O,,,,,,,,
7,b-field,,,,,,,,
),O,,,,,,,,
a,O,,,,,,,,
copy,b-field,,,,,,,,
of,b-of,,,,,,,,
fax,b-document,,,,,,,,
transmission,i-document,,,,,,,,
report,i-document,,,,,,,,
and,b-and,,,,,,,,
email,b-field,,,,,,,,
evidencing,O,,,,,,,,
that,O,,,,,,,,
shipping,b-document,,,,,,,,
advice,i-document,,,,,,,,
",",b-and,,,,,,,,
copy,b-field,,,,,,,,
of,b-of,,,,,,,,
commercial,b-document,,,,,,,,
invoice,i-document,,,,,,,,
",",b-and,,,,,,,,
detailed,b-document,,,,,,,,
packing,i-document,,,,,,,,
list,i-document,,,,,,,,
and,b-and,,,,,,,,
bill,b-document,,,,,,,,
of,i-document,,,,,,,,
lading,i-document,,,,,,,,
to,O,,,,,,,,
be,O,,,,,,,,
faxed,O,,,,,,,,
(,i-field,,,,,,,,
fax,i-field,,,,,,,,
no,i-field,,,,,,,,
.,i-field,,,,,,,,
65,i-field,,,,,,,,
63254666232,i-field,,,,,,,,
),i-field,,,,,,,,
and,O,,,,,,,,
emailed,O,,,,,,,,
to,b-to,,,,,,,,
mx,b-field,,,,,,,,
.,i-field,,,,,,,,
com,i-field,,,,,,,,
.,i-field,,,,,,,,
sg,i-field,,,,,,,,
",",b-and,,,,,,,,
kcx,b-field,,,,,,,,
.,i-field,,,,,,,,
com,i-field,,,,,,,,
.,i-field,,,,,,,,
sg,i-field,,,,,,,,
",",b-and,,,,,,,,
kct,b-field,,,,,,,,
.,i-field,,,,,,,,
com,i-field,,,,,,,,
.,i-field,,,,,,,,
sg,i-field,,,,,,,,
and,b-and,,,,,,,,
impx,b-field,,,,,,,,
.,i-field,,,,,,,,
com,i-field,,,,,,,,
.,i-field,,,,,,,,
sg,i-field,,,,,,,,
".,",i-field,,,,,,,,
within,b-within,,,,,,,,
5,b-field,,,,,,,,
days,i-field,,,,,,,,
after,b-after,,,,,,,,
shipment,b-document,,,,,,,,
.,O,,,,,,,,
,,,,,,,,,
1,O,,,,,,,,
),O,,,,,,,,
signed,b-field,,,,,,,,
commercial,b-document,,,,,,,,
invoice,i-document,,,,,,,,
in,b-in,,,,,,,,
2,b-field,,,,,,,,
originals,i-field,,,,,,,,
1,b-field,,,,,,,,
copy,i-field,,,,,,,,
.,O,,,,,,,,
2,O,,,,,,,,
),O,,,,,,,,
delivery,b-document,,,,,,,,
order,i-document,,,,,,,,
(,O,,,,,,,,
s,O,,,,,,,,
),O,,,,,,,,
indicating,O,,,,,,,,
this,O,,,,,,,,
dc,b-field,,,,,,,,
number,i-field,,,,,,,,
",",O,,,,,,,,
made,O,,,,,,,,
out,O,,,,,,,,
to,O,,,,,,,,
the,O,,,,,,,,
order,O,,,,,,,,
of,b-of,,,,,,,,
the,O,,,,,,,,
hongkong,b-actor,,,,,,,,
and,i-actor,,,,,,,,
shanghai,i-actor,,,,,,,,
banking,i-actor,,,,,,,,
corporation,i-actor,,,,,,,,
limited,i-actor,,,,,,,,
",",i-actor,,,,,,,,
singapore,i-actor,,,,,,,,
for,O,,,,,,,,
the,O,,,,,,,,
account,b-field,,,,,,,,
of,b-of,,,,,,,,
the,O,,,,,,,,
applicant,b-actor,,,,,,,,
and,b-and,,,,,,,,
purportedly,O,,,,,,,,
stamped,b-field,,,,,,,,
and,b-and,,,,,,,,
signed,b-field,,,,,,,,
for,O,,,,,,,,
and,O,,,,,,,,
on,O,,,,,,,,
behalf,O,,,,,,,,
of,b-of,,,,,,,,
the,O,,,,,,,,
applicant,b-actor,,,,,,,,
as,O,,,,,,,,
agent,i-actor,,,,,,,,
of,b-of,,,,,,,,
the,O,,,,,,,,
hongkong,i-actor,,,,,,,,
and,i-actor,,,,,,,,
shanghai,i-actor,,,,,,,,
banking,i-actor,,,,,,,,
corporation,i-actor,,,,,,,,
limited,i-actor,,,,,,,,
",",i-actor,,,,,,,,
singapore,i-actor,,,,,,,,
as,O,,,,,,,,
acknowledgment,O,,,,,,,,
of,O,,,,,,,,
receipt,i-field,,,,,,,,
of,b-of,,,,,,,,
goods,b-goods,,,,,,,,
in,b-in,,,,,,,,
good,b-field,,,,,,,,
order,i-field,,,,,,,,
and,i-field,,,,,,,,
condition,i-field,,,,,,,,
",",O,,,,,,,,
the,O,,,,,,,,
date,b-field,,,,,,,,
of,i-field,,,,,,,,
receipt,i-field,,,,,,,,
of,b-of,,,,,,,,
goods,b-goods,,,,,,,,
as,O,,,,,,,,
specified,O,,,,,,,,
in,O,,,,,,,,
the,O,,,,,,,,
delivery,b-document,,,,,,,,
order,i-document,,,,,,,,
will,O,,,,,,,,
be,O,,,,,,,,
construed,O,,,,,,,,
as,O,,,,,,,,
the,O,,,,,,,,
shipment,b-field,,,,,,,,
date,i-field,,,,,,,,
.,O,,,,,,,,
,,,,,,,,,
1,O,,,,,,,,
),O,,,,,,,,
signed,b-field,,,,,,,,
commercial,b-document,,,,,,,,
invoices,i-document,,,,,,,,
in,b-in,,,,,,,,
triplicate,b-field,,,,,,,,
stating,O,,,,,,,,
vessel,b-field,,,,,,,,
',i-field,,,,,,,,
s,i-field,,,,,,,,
name,i-field,,,,,,,,
",",b-and,,,,,,,,
shipment,b-field,,,,,,,,
date,i-field,,,,,,,,
",",b-and,,,,,,,,
lot,b-field,,,,,,,,
number,i-field,,,,,,,,
",",b-and,,,,,,,,
full,b-field,,,,,,,,
description,i-field,,,,,,,,
of,b-of,,,,,,,,
merchandise,i-field,,,,,,,,
",",b-and,,,,,,,,
total,b-field,,,,,,,,
net,b-field,,,,,,,,
weight,i-field,,,,,,,,
and,b-and,,,,,,,,
total,b-field,,,,,,,,
gross,b-field,,,,,,,,
weight,i-field,,,,,,,,
(,i-field,,,,,,,,
with,b-field,,,,,,,,
packing,i-field,,,,,,,,
),i-field,,,,,,,,
and,b-and,,,,,,,,
po,b-field,,,,,,,,
number,i-field,,,,,,,,
.,O,,,,,,,,
2,O,,,,,,,,
),O,,,,,,,,
full,b-field,,,,,,,,
set,i-field,,,,,,,,
3,i-field,,,,,,,,
/,i-field,,,,,,,,
3,i-field,,,,,,,,
original,b-field,,,,,,,,
clean,b-document,,,,,,,,
on,i-document,,,,,,,,
board,i-document,,,,,,,,
ocean,i-document,,,,,,,,
bill,i-document,,,,,,,,
of,i-document,,,,,,,,
lading,i-document,,,,,,,,
made,O,,,,,,,,
out,O,,,,,,,,
to,O,,,,,,,,
order,b-field,,,,,,,,
",",b-and,,,,,,,,
endorsed,b-field,,,,,,,,
in,b-in,,,,,,,,
blank,i-field,,,,,,,,
",",b-and,,,,,,,,
marked,b-field,,,,,,,,
',i-field,,,,,,,,
freight,i-field,,,,,,,,
collect,i-field,,,,,,,,
',i-field,,,,,,,,
and,b-and,,,,,,,,
notify,b-actor,,,,,,,,
applicant,i-actor,,,,,,,,
.,O,,,,,,,,
.,O,,,,,,,,
forwarder,b-field,,,,,,,,
',i-document,,,,,,,,
s,i-document,,,,,,,,
bill,i-document,,,,,,,,
of,i-document,,,,,,,,
lading,i-document,,,,,,,,
is,O,,,,,,,,
acceptable,O,,,,,,,,
.,O,,,,,,,,
.,O,,,,,,,,
bill,b-document,,,,,,,,
of,i-document,,,,,,,,
lading,i-document,,,,,,,,
to,O,,,,,,,,
indicate,O,,,,,,,,
:,O,,,,,,,,
(,O,,,,,,,,
a,O,,,,,,,,
),O,,,,,,,,
gross,b-field,,,,,,,,
weight,i-field,,,,,,,,
",",b-and,,,,,,,,
name,b-field,,,,,,,,
",",b-and,,,,,,,,
address,b-field,,,,,,,,
and,b-and,,,,,,,,
telephone,b-field,,,,,,,,
number,i-field,,,,,,,,
of,b-of,,,,,,,,
shipping,b-actor,,,,,,,,
company,i-actor,,,,,,,,
',i-actor,,,,,,,,
s,i-actor,,,,,,,,
agent,i-field,,,,,,,,
in,i-field,,,,,,,,
singapore,b-field,,,,,,,,
.,O,,,,,,,,
(,O,,,,,,,,
b,O,,,,,,,,
),O,,,,,,,,
container,b-field,,,,,,,,
number,i-field,,,,,,,,
and,b-and,,,,,,,,
that,O,,,,,,,,
shipment,i-field,,,,,,,,
is,O,,,,,,,,
effected,O,,,,,,,,
in,b-in,,,,,,,,
20ft,b-field,,,,,,,,
container,i-field,,,,,,,,
.,O,,,,,,,,
3,O,,,,,,,,
),O,,,,,,,,
detailed,b-document,,,,,,,,
packing,i-document,,,,,,,,
list,i-document,,,,,,,,
indicating,O,,,,,,,,
number,b-field,,,,,,,,
of,i-field,,,,,,,,
cartons,i-field,,,,,,,,
",",b-and,,,,,,,,
number,b-field,,,,,,,,
of,i-field,,,,,,,,
cones,i-field,,,,,,,,
per,i-field,,,,,,,,
carton,i-field,,,,,,,,
",",b-and,,,,,,,,
net,b-field,,,,,,,,
weight,i-field,,,,,,,,
of,b-of,,,,,,,,
each,b-field,,,,,,,,
cone,i-field,,,,,,,,
",",b-and,,,,,,,,
net,b-field,,,,,,,,
weight,i-field,,,,,,,,
and,b-and,,,,,,,,
gross,b-field,,,,,,,,
weight,i-field,,,,,,,,
of,b-of,,,,,,,,
each,O,,,,,,,,
carton,i-field,,,,,,,,
.,O,,,,,,,,
,,,,,,,,,
4,O,,,,,,,,
),O,,,,,,,,
beneficiary,b-document,,,,,,,,
',i-document,,,,,,,,
s,i-document,,,,,,,,
certificate,i-document,,,,,,,,
certifying,O,,,,,,,,
that,O,,,,,,,,
copy,b-field,,,,,,,,
of,b-of,,,,,,,,
invoice,i-document,,,,,,,,
",",b-and,,,,,,,,
bill,i-document,,,,,,,,
of,i-document,,,,,,,,
lading,i-document,,,,,,,,
",",b-and,,,,,,,,
detailed,b-document,,,,,,,,
packing,i-document,,,,,,,,
list,i-document,,,,,,,,
and,b-and,,,,,,,,
shipment,b-document,,,,,,,,
advice,i-document,,,,,,,,
have,O,,,,,,,,
been,O,,,,,,,,
emailed,O,,,,,,,,
to,b-to,,,,,,,,
applicant,b-actor,,,,,,,,
to,b-to,,,,,,,,
the,O,,,,,,,,
attn,i-field,,,,,,,,
of,b-of,,,,,,,,
ms,i-field,,,,,,,,
v,i-field,,,,,,,,
(,i-field,,,,,,,,
email,i-field,,,,,,,,
address,i-field,,,,,,,,
:,i-field,,,,,,,,
vee,i-field,,,,,,,,
.,i-field,,,,,,,,
com,i-field,,,,,,,,
),i-field,,,,,,,,
within,b-within,,,,,,,,
3,b-field,,,,,,,,
working,i-field,,,,,,,,
days,i-field,,,,,,,,
after,b-after,,,,,,,,
shipment,b-field,,,,,,,,
date,i-field,,,,,,,,
.,O,,,,,,,,
.,O,,,,,,,,
relative,b-field,,,,,,,,
copy,i-field,,,,,,,,
of,b-of,,,,,,,,
such,O,,,,,,,,
email,i-field,,,,,,,,
is,O,,,,,,,,
required,O,,,,,,,,
.,O,,,,,,,,
5,O,,,,,,,,
),O,,,,,,,,
one,b-field,,,,,,,,
copy,i-field,,,,,,,,
test,i-document,,,,,,,,
report,i-document,,,,,,,,
.,O,,,,,,,,
,,,,,,,,,
1,O,,,,,,,,
),O,,,,,,,,
signed,b-field,,,,,,,,
commercial,b-document,,,,,,,,
invoices,i-document,,,,,,,,
in,b-in,,,,,,,,
triplicate,b-field,,,,,,,,
stating,O,,,,,,,,
vessel,i-field,,,,,,,,
',i-field,,,,,,,,
s,i-field,,,,,,,,
name,i-field,,,,,,,,
",",b-and,,,,,,,,
shipment,b-field,,,,,,,,
date,i-field,,,,,,,,
",",b-and,,,,,,,,
lot,b-field,,,,,,,,
number,i-field,,,,,,,,
",",b-and,,,,,,,,
full,b-field,,,,,,,,
description,i-field,,,,,,,,
of,b-of,,,,,,,,
merchandise,i-field,,,,,,,,
",",b-and,,,,,,,,
total,b-field,,,,,,,,
net,b-field,,,,,,,,
weight,i-field,,,,,,,,
and,b-and,,,,,,,,
total,b-field,,,,,,,,
gross,i-field,,,,,,,,
weight,i-field,,,,,,,,
(,i-field,,,,,,,,
with,b-field,,,,,,,,
packing,i-field,,,,,,,,
),i-field,,,,,,,,
and,b-and,,,,,,,,
po,b-field,,,,,,,,
number,i-field,,,,,,,,
.,O,,,,,,,,
2,O,,,,,,,,
),O,,,,,,,,
full,O,,,,,,,,
set,O,,,,,,,,
3,i-field,,,,,,,,
/,i-field,,,,,,,,
3,i-field,,,,,,,,
original,b-field,,,,,,,,
clean,b-document,,,,,,,,
on,i-document,,,,,,,,
board,i-document,,,,,,,,
ocean,i-document,,,,,,,,
bill,i-document,,,,,,,,
of,i-document,,,,,,,,
lading,i-document,,,,,,,,
made,O,,,,,,,,
out,O,,,,,,,,
to,O,,,,,,,,
order,b-field,,,,,,,,
",",b-and,,,,,,,,
endorsed,b-field,,,,,,,,
in,b-in,,,,,,,,
blank,b-field,,,,,,,,
",",b-and,,,,,,,,
marked,b-field,,,,,,,,
',i-field,,,,,,,,
freight,i-field,,,,,,,,
collect,i-field,,,,,,,,
',i-field,,,,,,,,
and,b-and,,,,,,,,
notify,b-actor,,,,,,,,
applicant,i-actor,,,,,,,,
.,O,,,,,,,,
.,O,,,,,,,,
bill,b-document,,,,,,,,
of,i-document,,,,,,,,
lading,i-document,,,,,,,,
to,O,,,,,,,,
indicate,O,,,,,,,,
:,O,,,,,,,,
a,O,,,,,,,,
),O,,,,,,,,
gross,b-field,,,,,,,,
weight,i-field,,,,,,,,
",",b-and,,,,,,,,
name,b-field,,,,,,,,
",",b-and,,,,,,,,
address,b-field,,,,,,,,
and,b-and,,,,,,,,
telephone,b-field,,,,,,,,
number,i-field,,,,,,,,
of,b-of,,,,,,,,
shipping,b-actor,,,,,,,,
company,i-actor,,,,,,,,
',i-actor,,,,,,,,
s,i-actor,,,,,,,,
agent,i-actor,,,,,,,,
in,i-actor,,,,,,,,
singapore,i-actor,,,,,,,,
.,O,,,,,,,,
b,O,,,,,,,,
),O,,,,,,,,
container,b-field,,,,,,,,
number,i-field,,,,,,,,
and,b-and,,,,,,,,
to,O,,,,,,,,
evidence,O,,,,,,,,
that,O,,,,,,,,
shipment,b-field,,,,,,,,
is,O,,,,,,,,
effected,O,,,,,,,,
in,b-in,,,,,,,,
40ft,b-field,,,,,,,,
hc,i-field,,,,,,,,
container,i-field,,,,,,,,
.,O,,,,,,,,
c,O,,,,,,,,
),O,,,,,,,,
description,O,,,,,,,,
of,b-of,,,,,,,,
goods,b-goods,,,,,,,,
as,O,,,,,,,,
',O,,,,,,,,
polyester,i-field,,,,,,,,
textured,i-field,,,,,,,,
yarn,i-field,,,,,,,,
.,O,,,,,,,,
.,O,,,,,,,,
forwarder,b-document,,,,,,,,
',i-document,,,,,,,,
s,i-document,,,,,,,,
bill,i-document,,,,,,,,
of,i-document,,,,,,,,
lading,i-document,,,,,,,,
is,O,,,,,,,,
acceptable,O,,,,,,,,
and,O,,,,,,,,
to,O,,,,,,,,
be,O,,,,,,,,
duly,b-field,,,,,,,,
signed,i-field,,,,,,,,
and,b-and,,,,,,,,
to,O,,,,,,,,
indicate,O,,,,,,,,
the,O,,,,,,,,
carrier,b-field,,,,,,,,
name,i-field,,,,,,,,
.,O,,,,,,,,
,,,,,,,,,
3,b-field,,,,,,,,
),O,,,,,,,,
detailed,b-document,,,,,,,,
packing,i-document,,,,,,,,
list,i-document,,,,,,,,
indicating,O,,,,,,,,
carton,i-field,,,,,,,,
number,i-field,,,,,,,,
",",b-and,,,,,,,,
net,b-field,,,,,,,,
weight,i-field,,,,,,,,
and,b-and,,,,,,,,
gross,b-field,,,,,,,,
weight,i-field,,,,,,,,
in,i-field,,,,,,,,
each,b-field,,,,,,,,
carton,i-field,,,,,,,,
",",b-and,,,,,,,,
number,b-field,,,,,,,,
of,i-field,,,,,,,,
cone,i-field,,,,,,,,
in,i-field,,,,,,,,
each,b-field,,,,,,,,
carton,i-field,,,,,,,,
",",b-and,,,,,,,,
container,b-field,,,,,,,,
number,i-field,,,,,,,,
",",b-and,,,,,,,,
goods,b-field,,,,,,,,
description,i-field,,,,,,,,
",",b-and,,,,,,,,
lot,b-field,,,,,,,,
number,i-field,,,,,,,,
",",b-and,,,,,,,,
total,b-field,,,,,,,,
no,i-field,,,,,,,,
.,i-field,,,,,,,,
of,i-field,,,,,,,,
cartons,i-field,,,,,,,,
",",b-and,,,,,,,,
total,b-field,,,,,,,,
net,i-field,,,,,,,,
and,b-and,,,,,,,,
gross,b-field,,,,,,,,
weight,i-field,,,,,,,,
and,O,,,,,,,,
must,O,,,,,,,,
be,O,,,,,,,,
printed,O,,,,,,,,
in,O,,,,,,,,
english,O,,,,,,,,
on,O,,,,,,,,
plain,O,,,,,,,,
paper,i-field,,,,,,,,
without,O,,,,,,,,
company,b-field,,,,,,,,
letterhead,i-field,,,,,,,,
",",b-and,,,,,,,,
company,b-field,,,,,,,,
stamp,i-field,,,,,,,,
and,b-and,,,,,,,,
